rs_id,gene_symbol,clinvar_variation_id,clinical_signficance,medgen_id,condition_name
rs9923231,VKORC1,RCV000002295,drug response,C0750384,Warfarin response
rs9923231,VKORC1,RCV000377657,other,CN517202,not provided
rs9923231,VKORC1,RCV000603173,Likely benign,CN169374,not specified
rs2884737,VKORC1,RCV000211273,drug response,CN236549,warfarin response - Dosage
rs2108622,CYP4F2,RCV000211144,drug response,CN236457,acenocoumarol response - Dosage
rs2108622,CYP4F2,RCV000211318,drug response,CN236549,warfarin response - Dosage
rs2108622,CYP4F2,RCV000211328,drug response,CN236542,phenprocoumon response - Dosage
rs2108622,CYP4F2,RCV000660793,drug response,,warfarin response - Other
rs7089580,CYP2C9,RCV000660846,drug response,CN236549,warfarin response - Dosage
rs339097,CALU,RCV000211348,drug response,CN236549,warfarin response - Dosage
rs72547529,VKORC1,RCV000853288,Pathogenic,C0750384,Warfarin response
rs72547529,VKORC1,RCV001120431,Benign,C1843832,"Vitamin K-dependent clotting factors, combined deficiency of, 2 (VKCFD2)"
rs7294,VKORC1,RCV000211189,drug response,CN236542,phenprocoumon response - Dosage
rs7294,VKORC1,RCV000211278,drug response,CN236549,warfarin response - Dosage
rs7294,VKORC1,RCV000211362,drug response,CN236457,acenocoumarol response - Dosage
rs7294,VKORC1,RCV000295118,Benign,C1843832,"Vitamin K-dependent clotting factors, combined deficiency of, 2 (VKCFD2)"
rs2359612,VKORC1,RCV000211406,drug response,CN236549,warfarin response - Dosage
rs2359612,VKORC1,RCV000830170,Benign,CN517202,not provided
rs8050894,VKORC1,RCV000211369,drug response,CN236549,warfarin response - Dosage
rs8050894,VKORC1,RCV000610753,Likely benign,CN169374,not specified
rs4149601,NEDD4L,RCV000211181,drug response,CN236559,hydrochlorothiazide response - Efficacy
rs4149601,NEDD4L,RCV000211396,drug response,CN236526,diuretics response - Efficacy
rs887829,UGT1A1,RCV000211430,drug response,CN236483,atazanavir response - Other
rs1801252,ADRB1,RCV000019323,association,C1821417,Resting heart rate (RHR)
rs1801252,ADRB1,RCV000600843,Likely benign,CN169374,not specified
rs1801253,ADRB1,RCV000019322,drug response,C2676080,"Congestive heart failure and beta-blocker response, modifier of"
rs4363,ACE,RCV000253064,Benign,CN169374,not specified
rs4363,ACE,RCV000358043,Benign,C3536714,Renal dysplasia (RTD)
rs2274755,MMP9,RCV000728391,Benign,CN169374,not specified
rs2274755,MMP9,RCV000990306,Benign,C2751322,Metaphyseal anadysplasia 2 (MANDP2)
rs17577,SLC12A5-AS1,RCV000271562,Benign,C2751322,Metaphyseal anadysplasia 2 (MANDP2)
rs17577,SLC12A5-AS1,RCV000728386,Benign,CN169374,not specified
rs678849,OPRD1,RCV000786627,drug response,,buprenorphine response - Efficacy
rs2259816,HNF1A,RCV000836346,Benign,CN517202,not provided
rs120074137,SBF2,RCV000003044,Pathogenic,C1858279,Charcot-Marie-Tooth disease type 4B2 with early-onset glaucoma
rs120074138,SBF2,RCV000003045,Pathogenic,C1858279,Charcot-Marie-Tooth disease type 4B2 with early-onset glaucoma
rs120074138,SBF2,RCV001045497,Pathogenic,C4082197,Charcot-Marie-Tooth disease type 4
rs119485093,GAN,RCV000005339,Pathogenic,C1850386,Giant axonal neuropathy 1 (GAN1)
rs759581558,GAN,RCV000623340,Pathogenic,C0950123,Inborn genetic diseases
rs759581558,GAN,RCV000789766,Likely benign,C1850386,Giant axonal neuropathy 1 (GAN1)
rs4680,COMT,RCV000019156,Benign,,CATECHOL-O-METHYLTRANSFERASE POLYMORPHISM
rs4680,COMT,RCV000211145,drug response,CN236568,nicotine response - Efficacy
rs4680,COMT,RCV000244083,Benign,CN169374,not specified
rs4680,COMT,RCV000786523,drug response,,"tramadol response - Dosage, Efficacy"
rs4680,COMT,RCV000786728,drug response,,"methadone response - Dosage, Efficacy"
rs4680,COMT,RCV000786729,drug response,,"morphine response - Dosage, Efficacy"
rs4680,COMT,RCV000786730,drug response,,"opioids response - Dosage, Efficacy"
rs4680,COMT,RCV000786731,drug response,,"oxycodone response - Dosage, Efficacy"
rs4680,COMT,RCV000786732,drug response,,"remifentanil response - Dosage, Efficacy"
rs4680,COMT,RCV000786733,drug response,,"sufentanil response - Dosage, Efficacy"
rs4680,COMT,RCV001028880,drug response,CN078023,Tramadol response
rs1799971,OPRM1,RCV000010146,Uncertain significance,C1864733,Opioid dependence 1 (ODS1)
rs1799971,OPRM1,RCV000211310,drug response,CN236567,naloxone response - Efficacy
rs1799971,OPRM1,RCV000211400,drug response,CN236590,ethanol response - Toxicity/ADR
rs1799971,OPRM1,RCV000660781,drug response,,"alfentanil response - Dosage, Efficacy, Metabolism/PK"
rs1799971,OPRM1,RCV000660782,drug response,,"buprenorphine response - Dosage, Efficacy, Metabolism/PK"
rs1799971,OPRM1,RCV000660783,drug response,,"Drugs used in opioid dependence response - Dosage, Efficacy, Metabolism/PK"
rs1799971,OPRM1,RCV000660784,drug response,,"fentanyl response - Dosage, Efficacy, Metabolism/PK"
rs1799971,OPRM1,RCV000660785,drug response,,"heroin response - Dosage, Efficacy, Metabolism/PK"
rs1799971,OPRM1,RCV000660786,drug response,,"morphine response - Dosage, Efficacy, Metabolism/PK"
rs1799971,OPRM1,RCV000660787,drug response,,"opioids response - Dosage, Efficacy, Metabolism/PK"
rs1799971,OPRM1,RCV000660788,drug response,,"tramadol response - Dosage, Efficacy, Metabolism/PK"
rs1799971,OPRM1,RCV001029180,drug response,CN078023,Tramadol response
rs104893869,SGCB,RCV000009257,Pathogenic,C1858593,Autosomal recessive limb-girdle muscular dystrophy type 2E (LGMD2E)
rs104893869,SGCB,RCV000727513,Likely pathogenic,CN517202,not provided
rs104893869,SGCB,RCV000009254,Pathogenic,C1858593,Autosomal recessive limb-girdle muscular dystrophy type 2E (LGMD2E)
rs104894076,GDAP1,RCV000004412,Uncertain significance,C1859198,"Charcot-Marie-Tooth disease, type 4A (CMT4A)"
rs104894076,GDAP1,RCV001200307,Pathogenic,CN517202,not provided
rs121908112,GDAP1,RCV000004409,Pathogenic,C1859198,"Charcot-Marie-Tooth disease, type 4A (CMT4A)"
rs104894132,XPA,RCV000001050,Pathogenic,C0268135,Xeroderma pigmentosum group A (XPA)
rs104894132,XPA,RCV000781924,Pathogenic,C0043346,Xeroderma pigmentosum (XP)
rs104894132,XPA,RCV000815514,Pathogenic,CN517202,not provided
rs201636911,SLC26A4-AS1,RCV000409402,Likely pathogenic,C0271829,Pendred syndrome (PDS)
rs201636911,SLC26A4-AS1,RCV000797602,Pathogenic,CN517202,not provided
rs104894401,GJB2,RCV000018542,Likely pathogenic,C2675750,"Deafness, autosomal dominant 3a (DFNA3A)"
rs104894401,GJB2,RCV000018543,Pathogenic/Likely pathogenic,C2673759,"Deafness, autosomal recessive 1A (DFNB1A)"
rs104894401,GJB2,RCV000484997,Pathogenic,CN517202,not provided
rs121918641,SPTA1,RCV000013707,Pathogenic,C1851741,Elliptocytosis 2 (EL2)
rs121918641,SPTA1,RCV000756697,Pathogenic,CN169374,not specified
rs121918641,SPTA1,RCV000013712,Pathogenic,C1851741,Elliptocytosis 2 (EL2)
rs121918641,SPTA1,RCV000013713,Pathogenic,C0520739,Hereditary pyropoikilocytosis (HPP)
rs121918641,SPTA1,RCV000360212,Pathogenic,CN517202,not provided
rs121918641,SPTA1,RCV000506353,Pathogenic,CN235283,none provided
rs121918641,SPTA1,RCV000787368,Pathogenic,,Prenatal anemia
rs121965021,IDUA,RCV000493029,Likely pathogenic,CN517202,not provided
rs121965021,IDUA,RCV001249043,Likely pathogenic,C0023786,Mucopolysaccharidosis type 1 (MPS1)
rs121965021,IDUA,RCV000012685,Pathogenic,C0086795,Hurler syndrome
rs121965021,IDUA,RCV000208595,Pathogenic,C0023786,Mucopolysaccharidosis type 1 (MPS1)
rs121965021,IDUA,RCV000486848,Pathogenic,CN517202,not provided
rs121965021,IDUA,RCV000763533,Pathogenic,,
rs121965021,IDUA,RCV001267070,Pathogenic,C0950123,Inborn genetic diseases
rs756572099,IDUA,RCV000665162,Pathogenic,C0086795,Hurler syndrome
rs756572099,IDUA,RCV001210649,Pathogenic,C0023786,Mucopolysaccharidosis type 1 (MPS1)
rs12255372,TCF7L2,RCV000007839,risk factor,,"Diabetes mellitus type 2, susceptibility to"
rs13181,ERCC2,RCV000120777,Benign,CN169374,not specified
rs13181,ERCC2,RCV000282755,Benign,C0268138,"Xeroderma pigmentosum, group D (XPD)"
rs13181,ERCC2,RCV000418924,not provided,C0007131,Non-small cell lung cancer (NSCLC)
rs13181,ERCC2,RCV000436606,not provided,C0029463,Osteosarcoma
rs17655,BIVM-ERCC5,RCV000116992,Benign,CN169374,not specified
rs17655,BIVM-ERCC5,RCV000613326,Benign,C0268141,"Xeroderma pigmentosum, group G (XPG)"
rs2228001,TMEM43,RCV000170436,Benign,CN169374,not specified
rs2228001,TMEM43,RCV000211268,drug response,CN236502,cisplatin response - Toxicity/ADR
rs2228001,TMEM43,RCV000331098,Likely benign,C0349788,Arrhythmogenic right ventricular cardiomyopathy (ARVD)
rs2228001,TMEM43,RCV000380504,Benign,C0043346,Xeroderma pigmentosum (XP)
rs2228001,TMEM43,RCV001150524,Benign,C2752147,"Xeroderma pigmentosum, group C (XPC)"
rs137852999,TMPRSS3,RCV000005231,Pathogenic,C1832827,"Deafness, autosomal recessive 8 (DFNB8)"
rs137852999,TMPRSS3,RCV001090983,Pathogenic,CN517202,not provided
rs28939084,TMPRSS3,RCV000005233,Pathogenic,C1832827,"Deafness, autosomal recessive 8 (DFNB8)"
rs137853003,PCDH15,RCV000240654,Likely pathogenic,C1865885,Usher syndrome type 1F (USH1F)
rs137853003,PCDH15,RCV000005222,Pathogenic,C1836027,"Deafness, autosomal recessive 23 (DFNB23)"
rs137853003,PCDH15,RCV000211736,Likely pathogenic,CN826980,Rare genetic deafness
rs876657624,USH1C,RCV000240666,Pathogenic,C1848604,"Usher syndrome, type 1C (USH1C)"
rs876657624,USH1C,RCV000222607,Likely benign,CN169374,not specified
rs886037762,MYO7A,RCV000240660,Pathogenic,C1568247,Usher syndrome type 1 (USH1)
rs137853293,RB1,RCV000013948,Pathogenic,C0035335,Retinoblastoma (RB1)
rs137853293,RB1,RCV000492108,Pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs137853293,RB1,RCV000760351,Pathogenic,CN517202,not provided
rs144666367,SERPINB8,RCV000240822,Pathogenic/Likely pathogenic,C4310710,Peeling skin syndrome 5 (PSS5)
rs374612640,SERPINB8,RCV000240808,Pathogenic,C4310710,Peeling skin syndrome 5 (PSS5)
rs12720459,KCNQ1,RCV000057527,not provided,C1141890,Congenital long QT syndrome
rs12720459,KCNQ1,RCV000182145,Pathogenic,CN517202,not provided
rs12720459,KCNQ1,RCV000003269,Pathogenic,C4551647,Long QT syndrome 1 (LQT1)
rs12720459,KCNQ1,RCV000057528,Pathogenic,CN517202,not provided
rs12720459,KCNQ1,RCV000171124,Pathogenic,C0023976,Long QT syndrome (LQTS)
rs12720459,KCNQ1,RCV000619686,Pathogenic,CN230736,Cardiovascular phenotype
rs12720459,KCNQ1,RCV000003267,Pathogenic,C4551647,Long QT syndrome 1 (LQT1)
rs12720459,KCNQ1,RCV000003268,Pathogenic,C3277700,"Long QT syndrome 1/2, digenic (LQT1/2, DIGENIC)"
rs12720459,KCNQ1,RCV000045932,Pathogenic,C0023976,Long QT syndrome (LQTS)
rs12720459,KCNQ1,RCV000057526,not provided,C1141890,Congenital long QT syndrome
rs12720459,KCNQ1,RCV000182154,Pathogenic,CN517202,not provided
rs12720459,KCNQ1,RCV000621485,Pathogenic,CN230736,Cardiovascular phenotype
rs12720459,KCNQ1,RCV001287573,Pathogenic,CN235283,none provided
rs193922837,RYR1,RCV000022758,Pathogenic,C1850674,Minicore myopathy with external ophthalmoplegia
rs193922837,RYR1,RCV000119410,Pathogenic,CN517202,not provided
rs193922837,RYR1,RCV000535801,Pathogenic,CN239331,RYR1-Related Disorders
rs193922837,RYR1,RCV000624604,Likely pathogenic,C0950123,Inborn genetic diseases
rs193922837,RYR1,RCV000763427,Pathogenic,,
rs193922837,RYR1,RCV001249074,Pathogenic,C1840365,King Denborough syndrome
rs7200749,VKORC1,RCV000350087,Benign,C1843832,"Vitamin K-dependent clotting factors, combined deficiency of, 2 (VKCFD2)"
rs2307424,NR1I3,RCV000178902,Benign,CN169374,not specified
rs137943601,LDLR,RCV000413896,Likely pathogenic,CN517202,not provided
rs137943601,LDLR,RCV001299282,Uncertain significance,C0020445,Familial hypercholesterolemia (FH)
rs137943601,LDLR,RCV000030125,Pathogenic/Likely pathogenic,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs137943601,LDLR,RCV000148564,Likely benign,C0020443,Hypercholesterolaemia
rs137943601,LDLR,RCV000844747,Likely pathogenic,C0342881,Homozygous familial hypercholesterolemia
rs137943601,LDLR,RCV001034664,Pathogenic,C0020445,Familial hypercholesterolemia (FH)
rs139361635,LDLR,RCV000238495,Conflicting interpretations of pathogenicity,C0745103,Familial hypercholesterolemia 1 (FHCL1)
rs139361635,LDLR,RCV000454858,Uncertain significance,CN169374,not specified
rs139361635,LDLR,RCV001191369,Uncertain significance,C0020445,Familial hypercholesterolemia (FH)
rs142761835,IVD,RCV000153385,Pathogenic,CN517202,not provided
rs142761835,IVD,RCV000169054,Pathogenic/Likely pathogenic,C0268575,Isovaleryl-CoA dehydrogenase deficiency (IVA)
rs4532,DRD1,RCV000608357,Likely benign,CN169374,not specified
rs137852621,SGCA,RCV000280379,Uncertain significance,CN517202,not provided
rs137852621,SGCA,RCV000010042,Pathogenic/Likely pathogenic,C2936332,Autosomal recessive limb-girdle muscular dystrophy type 2D (LGMD2D)
rs137852621,SGCA,RCV000725507,Pathogenic,CN517202,not provided
rs143570936,SGCA,RCV000179241,Pathogenic/Likely pathogenic,C2936332,Autosomal recessive limb-girdle muscular dystrophy type 2D (LGMD2D)
rs143570936,SGCA,RCV000710212,Pathogenic/Likely pathogenic,CN517202,not provided
rs143570936,SGCA,RCV000779226,Pathogenic,C2936331,Sarcoglycanopathy
rs28933693,SGCA,RCV000010044,Pathogenic,C2936332,Autosomal recessive limb-girdle muscular dystrophy type 2D (LGMD2D)
rs28933693,SGCA,RCV000077937,Pathogenic,CN517202,not provided
rs28933693,SGCA,RCV000779225,Pathogenic,C2936331,Sarcoglycanopathy
rs371675217,SGCA,RCV000077936,Pathogenic,CN517202,not provided
rs371675217,SGCA,RCV000169164,Pathogenic,C2936332,Autosomal recessive limb-girdle muscular dystrophy type 2D (LGMD2D)
rs121918643,SPTA1,RCV000013714,Pathogenic,C0520739,Hereditary pyropoikilocytosis (HPP)
rs121918643,SPTA1,RCV000013715,Pathogenic,C1851741,Elliptocytosis 2 (EL2)
rs121918643,SPTA1,RCV001289780,Pathogenic,CN235283,none provided
rs12979860,IFNL3,RCV000211184,drug response,CN236451,"peginterferon alfa-2a, peginterferon alfa-2b, ribavirin, and telaprevir response - Efficacy"
rs12979860,IFNL3,RCV000211399,drug response,CN236450,"peginterferon alfa-2a, peginterferon alfa-2b, and ribavirin response - Efficacy"
rs12979860,IFNL3,RCV000417146,drug response,CN240584,peginterferon alfa-2b response - Efficacy
rs12979860,IFNL3,RCV000417163,drug response,CN240603,ribavirin response - Efficacy
rs12979860,IFNL3,RCV000417179,drug response,CN240591,boceprevir response - Efficacy
rs12979860,IFNL3,RCV000614473,Benign,CN169374,not specified
rs137853025,DYNC2H1,RCV000006873,Pathogenic,C0036069,Short-rib thoracic dysplasia 3 with or without polydactyly (SRTD3)
rs137853025,DYNC2H1,RCV000680171,Pathogenic,C0036069,Short-rib thoracic dysplasia 3 with or without polydactyly (SRTD3)
rs137853025,DYNC2H1,RCV000754938,Uncertain significance,C0265275,Jeune thoracic dystrophy (ATD1)
rs121964931,F7,RCV000852243,Pathogenic/Likely pathogenic,C0015503,Factor VII deficiency
rs121964931,F7,RCV000995102,Likely pathogenic,CN517202,not provided
rs11571658,BRCA2,RCV000009903,Pathogenic,C2675520,"Breast-ovarian cancer, familial 2 (BROVCA2)"
rs11571658,BRCA2,RCV000044884,Pathogenic,C0677776,Hereditary breast and ovarian cancer syndrome (HBOC)
rs11571658,BRCA2,RCV000131029,Pathogenic/Likely pathogenic,C0027672,Hereditary cancer-predisposing syndrome
rs11571658,BRCA2,RCV000160300,Pathogenic,CN517202,not provided
rs11571658,BRCA2,RCV000735583,Pathogenic,CN221562,Breast and/or ovarian cancer
rs11571658,BRCA2,RCV001002251,Pathogenic,CN169374,not specified
rs121965022,IDUA,RCV000012689,Pathogenic,C0086795,Hurler syndrome
rs1044498,ENPP1,RCV000014558,risk factor,C1852091,"Insulin resistance, susceptibility to"
rs1044498,ENPP1,RCV000033192,risk factor,C0028754,Obesity (EO Obesity)
rs1044498,ENPP1,RCV000178259,Benign,CN169374,not specified
rs1044498,ENPP1,RCV000265863,Benign,C2750078,"Hypophosphatemic rickets, autosomal recessive, 2 (ARHR2)"
rs1044498,ENPP1,RCV000355961,Benign,C4551985,"Arterial calcification, generalized, of infancy, 1 (GACI1)"
rs1044498,ENPP1,RCV001255136,risk factor,,"Diabetes mellitus type 2, susceptibility to"
rs13266634,SLC30A8,RCV000001055,risk factor,,"Diabetes mellitus type 2, susceptibility to"
rs1902023,UGT2B15,RCV000211302,drug response,CN236612,oxazepam response - Other
rs1902023,UGT2B15,RCV000417167,drug response,CN240605,lorazepam response - Other
rs121964921,C7,RCV000012891,Pathogenic,C1864694,Complement component 7 deficiency (C7D)
rs886037849,GJB2,RCV000239514,Pathogenic,C0265964,Mutilating keratoderma (VOWNKL)
rs886037849,GJB2,RCV001000821,Likely pathogenic,CN169374,not specified
rs12248560,CYP2C19,RCV000211201,drug response,CN236507,"clopidogrel response - Dosage, Efficacy, Toxicity/ADR"
rs12248560,CYP2C19,RCV000211253,drug response,CN236504,citalopram response - Metabolism/PK
rs12248560,CYP2C19,RCV000211375,drug response,CN236589,escitalopram response - Metabolism/PK
rs12248560,CYP2C19,RCV000326411,"Benign, other",CN517202,not provided
rs12248560,CYP2C19,RCV000782438,drug response,,CYP2C19: increased function
rs12248560,CYP2C19,RCV000782443,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000782446,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000782447,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000782451,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000782454,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000782459,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000782460,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000782461,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000782462,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000782463,drug response,C2674941,Clopidogrel response
rs12248560,CYP2C19,RCV000782492,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782493,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782505,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782506,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782507,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782508,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782509,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782514,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782515,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782524,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782525,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782529,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782534,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782535,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782536,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782537,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782544,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782548,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782549,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782553,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782575,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782576,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782600,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782658,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782659,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782660,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782661,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782662,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782663,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782664,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782713,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782714,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782724,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782726,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782727,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782728,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782729,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782730,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782731,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782732,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782733,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782792,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782857,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782858,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782859,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782860,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782861,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782862,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782863,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782864,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782992,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782993,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782994,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782995,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782996,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782997,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000782998,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000782999,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783000,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783049,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783050,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783051,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783052,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783053,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783054,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783055,drug response,CN221264,Escitalopram response
rs12248560,CYP2C19,RCV000783056,drug response,CN221263,Citalopram response
rs12248560,CYP2C19,RCV000783071,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783077,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783078,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783079,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783087,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783090,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783091,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783091,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783092,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783093,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783097,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783101,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783112,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783122,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783123,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783131,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783171,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783187,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783188,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783189,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783190,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783191,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783223,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783254,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783255,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783256,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783257,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783258,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783259,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783260,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783325,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783326,drug response,CN221265,Sertraline response
rs12248560,CYP2C19,RCV000783372,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783384,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783401,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783402,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783403,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783404,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783405,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783406,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783472,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783473,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783512,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783513,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783523,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783524,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783525,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783526,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783526,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783527,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783528,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783530,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783536,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783557,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783558,drug response,CN077957,Voriconazole response
rs12248560,CYP2C19,RCV000783559,drug response,CN077957,Voriconazole response
